timestamp,iter,BHP,abs_res,jac_source,alpha,dp,elapsed_s
2026-03-29 20:11:25.093,1,101000,8957.32,RefinedAnalytic,1,-5.23646e+09,0.0320938
2026-03-29 20:11:25.122,2,111121,214.605,RefinedAnalytic,1,10120.7,0.0614179
2026-03-29 20:11:25.142,3,110877,6.23589,RefinedAnalytic,1,-243.491,0.0811438
2026-03-29 20:11:25.162,4,110884,0.1805,RefinedAnalytic,1,7.07464,0.101252
2026-03-29 20:11:25.164,5,110884,0.1805,Done,NaN,NaN,0.103161
